name,smiles,motif_count,motifs,alt_motifs,error
2-Amino-4-nitrophenol,Nc1cc([N+](=O)[O-])ccc1O,3,Ar-NO2 / Ar-NH2 / Ar-OH,Ar-NR2,
2-Amino-5-nitrophenol,Nc1ccc([N+](=O)[O-])cc1O,3,Ar-NO2 / Ar-NH2 / Ar-OH,Ar-NR2,
4-Amino-2-nitrophenol,Nc1ccc(O)c([N+](=O)[O-])c1,3,Ar-NO2 / Ar-NH2 / Ar-OH,Ar-NR2,
3-(2-Nitrophenyl)-DL-?-alanine,NC(CC(=O)O)c1ccccc1[N+](=O)[O-],6,Ar-NO2 / Ar-R / RCH2-CO2H / Alkyl-H-acidic / Alkyl-H-acidic / R2CH-NH2,Ar-NR2 / Alkyl-CO2H / Alkyl-H / Alkyl-H / Alkyl-NH2,
(S)-3-amino-3-(3-nitrophenyl)propionic acid,NC(CC(=O)O)c1cccc([N+](=O)[O-])c1,6,Ar-NO2 / Ar-R / RCH2-CO2H / Alkyl-H-acidic / Alkyl-H-acidic / R2CH-NH2,Ar-NR2 / Alkyl-CO2H / Alkyl-H / Alkyl-H / Alkyl-NH2,
2-Amino-3-nitropyridine,Nc1ncccc1[N+](=O)[O-],3,Ar-NO2 / Ar-NH2 / Pyridine,Ar-NR2,
5-Nitropyridin-2-amine,Nc1ccc([N+](=O)[O-])cn1,3,Ar-NO2 / Ar-NH2 / Pyridine,Ar-NR2,
4-Amino-3-nitrophenol,Nc1ccc(O)cc1[N+](=O)[O-],3,Ar-NO2 / Ar-NH2 / Ar-OH,Ar-NR2,
4-Amino-3-nitropyridine,Nc1ccncc1[N+](=O)[O-],3,Ar-NO2 / Ar-NH2 / Pyridine,Ar-NR2,
3-Amino-2-nitropyridine,Nc1cccnc1[N+](=O)[O-],3,Ar-NO2 / Ar-NH2 / Pyridine,Ar-NR2,
2-Amino-5-nitropyrimidine,Nc1ncc([N+](=O)[O-])cn1,3,Ar-NO2 / Ar-NH2 / Pyrimidine,Ar-NR2,
5-Amino-6-nitroquinoline,Nc1c([N+](=O)[O-])ccc2ncccc12,3,Ar-NO2 / Ar-NH2 / Quinoline,Ar-NR2 / Pyridine,
5-amino-2-[2-(4-nitro-2-sulfophenyl)ethenyl]benzenesulfonic acid,Nc1ccc(C=Cc2ccc([N+](=O)[O-])cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,4,Ar-NO2 / Ar-C=C / Ar-C=C / Ar-NH2,Ar-NR2 / Ar-Alkenyl / Any-Dienophile / Motif-C=C / Ar-Alkenyl,
2-amino-5-nitrobenzenecarbothioamide,NC(=S)c1cc([N+](=O)[O-])ccc1N,2,Ar-NO2 / Ar-NH2,Ar-NR2,
(R)-2-Aminononane,CCCCCCCC(C)N,1,R2CH-NH2,Alkyl-NH2,
(R)-2-Aminooctane,CCCCCCC(C)N,1,R2CH-NH2,Alkyl-NH2,
2-Amino-5-nitrothiazole,Nc1ncc([N+](=O)[O-])s1,3,Ar-NO2 / Ar-NH2 / Thiazole,Ar-NR2,
8-Aminooctanoic acid,NCCCCCCCC(=O)O,4,RCH2-CO2H / Alkyl-H-acidic / Alkyl-H-acidic / RCH2-NH2,Alkyl-CO2H / Alkyl-H / Alkyl-H / Alkyl-NH2,
2-Aminoxazole,Nc1ncco1,2,Ar-NH2 / Oxazole,,
"3-amino-1,3-oxazolidin-2-one hydrochloride",NN1CCOC1=O,1,Alkyl-Carbamate,RCH2-LactamN / Alkyl-LactamN / Alkyl-Hydrazine,
oxetan-3-amine,NC1COC1,2,RCH2-OR / R2CH-NH2,Alkyl-OR / Alkyl-NH2,
1-Amino-4-oxocyclohexanecarboxylic acid ethyleneketal,NC1(C(=O)O)CCC2(CC1)OCCO2,4,R3C-CO2H / RCH2-OR / RCH2-OR / R3C-NH2,Alkyl-CO2H / R3C-OR / R3C-OR / Alkyl-NH2,
"hydroxylamine, O-[11-(triethoxysilyl)undecyl]-",CCO[Si](CCCCCCCCCCCON)(OCC)OCC,1,Alkyl-Si,,
3-aminooxetane-3-carboxylic acid,NC1(C(=O)O)COC1,3,R3C-CO2H / RCH2-OR / R3C-NH2,Alkyl-CO2H / Alkyl-OR / Alkyl-NH2,
"hydroxylamine, O-[11-(trimethoxysilyl)undecyl]-",CO[Si](CCCCCCCCCCCON)(OC)OC,1,Alkyl-Si,,
6-aminopenicillanic acid,CC1(C)SC2C(N)C(=O)N2C1C(=O)O,7,R2CH-CO2H / R2CH-CONR2 / Alkyl-NCOR / Alkyl-H-acidic / Alkyl-H-acidic / R3C-SR / R2CH-NH2,Alkyl-CO2H / Alkyl-CONR2 / R2CH-LactamN / Alkyl-LactamN / Alkyl-H / Alkyl-H / R2CH-SR / Alkyl-NH2,
3-Aminopentane,CCC(N)CC,1,R2CH-NH2,Alkyl-NH2,
5-Aminopentan-1-ol,NCCCCCO,2,RCH2-NH2 / RCH2-OH,Alkyl-NH2 / Alkyl-OH,
Luminol,Nc1cccc2c(=O)[nH][nH]c(=O)c12,3,Ar-NH2 / AromN-H / AromN-H,,
3-Aminophthalic acid hydrochloride,Nc1cccc(C(=O)O)c1C(=O)O,3,Ar-CO2H / Ar-CO2H / Ar-NH2,,
4-Aminophthalic Acid,Nc1ccc(C(=O)O)c(C(=O)O)c1,3,Ar-CO2H / Ar-CO2H / Ar-NH2,,
6-AMINOPHTHALIDE,Nc1ccc2c(c1)C(=O)OC2,3,Ar-CO2R / Ar-NH2 / Ar-R,,
N-Aminophthalimide,NN1C(=O)c2ccccc2C1=O,2,Ar-CONR2 / Ar-CONR2,Ar-Hydrazide / Ar-Hydrazide,
4-Aminophthalimide,Nc1ccc2c(c1)C(=O)NC2=O,3,Ar-CONHR / Ar-CONHR / Ar-NH2,,
4-Aminopiperidine,NC1CCNCC1,2,R2CH-NH2 / RCH2-NHR,Alkyl-NH2 / Alkyl-NHR,
3-Aminopiperidine dihydrochloride,NC1CCCNC1,2,R2CH-NH2 / RCH2-NHR,Alkyl-NH2 / Alkyl-NHR,
4-Aminophthalonitrile,N#Cc1ccc(N)cc1C#N,3,Ar-CN / Ar-CN / Ar-NH2,,
"2-Amino-1,3-propanediol",NC(CO)CO,3,R2CH-NH2 / RCH2-OH / RCH2-OH,Alkyl-NH2 / Alkyl-OH / Alkyl-OH,
"(+/-)-3-Amino-1,2-propanediol",NCC(O)CO,3,R2CH-OH / RCH2-NH2 / RCH2-OH,Alkyl-OH / Alkyl-NH2 / Alkyl-OH,
3-Amino-1-propanesulfonic acid,NCCCS(=O)(=O)O,3,Alkyl-H-acidic / Alkyl-H-acidic / RCH2-NH2,Alkyl-H / Alkyl-H / Alkyl-NH2,
DL-1-amino-2-propanol,CC(O)CN,2,R2CH-OH / RCH2-NH2,Alkyl-OH / Alkyl-NH2,
DL-Alaninol,CC(N)CO,2,R2CH-NH2 / RCH2-OH,Alkyl-NH2 / Alkyl-OH,
3-Aminopropionitrile,N#CCCN,4,RCH2-CN / Alkyl-H-acidic / Alkyl-H-acidic / RCH2-NH2,Alkyl-CN / Alkyl-H / Alkyl-H / Alkyl-NH2,
3-aminopropionitrile fumarate,N#CCCN.N#CCCN,8,RCH2-CN / RCH2-CN / Alkyl-H-acidic / Alkyl-H-acidic / Alkyl-H-acidic / Alkyl-H-acidic / RCH2-NH2 / RCH2-NH2,Alkyl-CN / Alkyl-CN / Alkyl-H / Alkyl-H / Alkyl-H / Alkyl-H / Alkyl-NH2 / Alkyl-NH2,
4-(2-aminopropan-2-yl)aniline,CC(C)(N)c1ccc(N)cc1,3,Ar-NH2 / Ar-R / R3C-NH2,Alkyl-NH2,
N-(3-Aminopropyl)cyclohexylamine,NCCCNC1CCCCC1,3,R2CH-NHR / RCH2-NH2 / RCH2-NHR,Alkyl-NHR / Alkyl-NH2 / Alkyl-NHR,
2-(2-aminopropan-2-yl)aniline,CC(C)(N)c1ccccc1N,3,Ar-NH2 / Ar-R / R3C-NH2,Alkyl-NH2,
3-Aminopropylmethyldiethoxysilane,CCO[Si](C)(CCCN)OCC,2,RCH2-NH2 / Alkyl-Si,Alkyl-NH2,
N-(3-Aminopropyl)imidazole,NCCCn1ccnc1,2,Alkyl-AromN / RCH2-NH2,Alkyl-NH2,
5-propyl-1H-pyrazol-3-amine,CCCc1cc(N)[nH]n1,4,Ar-NH2 / Ar-R / AromN-H / Pyrazole,,
N-(3-Aminopropyl)pyrrolidine,NCCCN1CCCC1,2,RCH2-NR2 / RCH2-NH2,Alkyl-NR2 / Alkyl-NH2,
2-amino-5-propylsulphonylbenzimidazole,CCCS(=O)(=O)c1ccc2[nH]c(N)nc2c1,7,Ar-SR / Ar-NH2 / AromN-H / RCH2-SO2R / Alkyl-H-acidic / Alkyl-H-acidic / Benzimidazole,RCH2-SR / Alkyl-SR / Alkyl-SO2R / Alkyl-OSO2R / Alkyl-H / Alkyl-H / Imidazole,
(3-Aminopropyl) trimethoxysilane,CO[Si](CCCN)(OC)OC,2,RCH2-NH2 / Alkyl-Si,Alkyl-NH2,
pyrazin-2-amine,Nc1cnccn1,2,Ar-NH2 / Pyrimidine,,
1H-Tetrazol-5-amine hydrate,Nc1nn[nH]n1,2,Ar-NH2 / AromN-H,,
"2-Amino-1,3,4-thiadiazole",Nc1nncs1,1,Ar-NH2,,
2-Aminothiazole,Nc1nccs1,2,Ar-NH2 / Thiazole,,
2-Amino-4-thiazoleacetic acid,Nc1nc(CC(=O)O)cs1,6,Ar-NH2 / Ar-R / RCH2-CO2H / Alkyl-H-acidic / Alkyl-H-acidic / Thiazole,Alkyl-CO2H / Alkyl-H / Alkyl-H,
2-Aminothiazole-5-carbonitrile,N#Cc1cnc(N)s1,3,Ar-CN / Ar-NH2 / Thiazole,,
2-Amino-5-formylthiazole,Nc1ncc(C=O)s1,3,Ar-CHO / Ar-NH2 / Thiazole,,
2-Amino-2-thiazoline,N=C1NCCS1,2,RCH2-SR / RCH2-NHR,Alkyl-SR / Alkyl-NHR,
"Trifluoroacetic acid, ammonium salt",[NH4+].FC(F)(F)C(=O)[O-],4,Alkyl-F / Alkyl-F / Alkyl-F / Any-CO2M,Alkyl-X / Alkyl-X / Alkyl-X,
L-Arabitol,OCC(O)C(O)C(O)CO,5,R2CH-OH / R2CH-OH / R2CH-OH / RCH2-OH / RCH2-OH,Alkyl-OH / Alkyl-OH / Alkyl-OH / Alkyl-OH / Alkyl-OH,
Arachidic acid,CCCCCCCCCCCCCCCCCCCC(=O)O,3,RCH2-CO2H / Alkyl-H-acidic / Alkyl-H-acidic,Alkyl-CO2H / Alkyl-H / Alkyl-H,
Arecaidine hydrochloride,CN1CCC=C(C(=O)O)C1,5,Alkenyl-CO2H / RCH2-NR2 / Alkyl-C=C / Alkyl-C=C / CH3-NR2,Any-Dienophile / Motif-C=C / Cyclohexene / Alkyl-NR2 / Alkyl-NR2,
arbutin,OCC1OC(Oc2ccc(O)cc2)C(O)C(O)C1O,7,Ar-OR / Ar-OH / R2CH-OR / R2CH-OH / R2CH-OH / R2CH-OH / RCH2-OH,R2CH-OR / Alkyl-OR / Alkyl-OR / Alkyl-OH / Alkyl-OH / Alkyl-OH / Alkyl-OH,
DL-Arginine,N=C(N)NCCCC(N)C(=O)O,4,R2CH-CO2H / Alkyl-H-acidic / R2CH-NH2 / RCH2-NHR,Alkyl-CO2H / Alkyl-H / Alkyl-NH2 / Alkyl-NHR,
H-Arg-Oet dihydrochloride,CCOC(=O)C(N)CCCN=C(N)N,3,R2CH-CO2R / Alkyl-H-acidic / R2CH-NH2,Alkyl-Ester / Alkyl-H / Alkyl-NH2,
L-Arginine methyl ester dihydrochloride,COC(=O)C(N)CCCN=C(N)N,3,R2CH-CO2R / Alkyl-H-acidic / R2CH-NH2,Alkyl-Ester / Alkyl-H / Alkyl-NH2,
Arsanilic Acid,Nc1ccc([As](=O)(O)O)cc1,1,Ar-NH2,,
"disodium 3,6-bis[2-(2-arsonophenyl)diazen-1-yl]-4,5-dihydroxynaphthalene-2,7-disulfonate",O=S(=O)(O)c1cc2cc(S(=O)(=O)O)c(N=Nc3ccccc3[As](=O)(O)O)c(O)c2c(O)c1N=Nc1ccccc1[As](=O)(O)O,2,Ar-OH / Ar-OH,,
Azocarmine G,O=S(=O)([O-])c1ccc2c(c1)c(Nc1ccc(S(=O)(=O)O)cc1)cc1c2nc2ccccc2[n+]1-c1ccccc1,3,Ar-NHAr / Ar-AromN / Pyrimidine,Ar-NHR,
"4-Hydroxy-5-((2-hydroxybenzylidene)amino)naphthalene-2,7-disulfonic acid",O=S(=O)(O)c1cc(O)c2c(N=Cc3ccccc3O)cc(S(=O)(=O)O)cc2c1,3,Ar-Imino / Ar-OH / Ar-OH,,
azoxybenzene,[O-][N+](=Nc1ccccc1)c1ccccc1,1,Ar-NR2,,
"1,1'-(Azodicarbonyl)dipiperidine",O=C(N=NC(=O)N1CCCCC1)N1CCCCC1,1,Alkyl-H,,
Azulene,c1ccc2cccc-2cc1,1,Ar-Ar,,
Azure B,CNc1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1,4,Ar-NHR / Ar-Ar / CH3-NR2 / CH3-NHR,Alkyl-NR2 / Alkyl-NHR,
Azure II,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1.CNc1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1,8,Ar-NR2 / Ar-NHR / Ar-Ar / Ar-Ar / CH3-NR2 / CH3-NR2 / CH3-NR2 / CH3-NHR,Alkyl-NR2 / Alkyl-NR2 / Alkyl-NR2 / Alkyl-NHR,
3-amino-7-dimethylaminophenothiazin-5-ium chloride,C[N+](C)=c1ccc2nc3ccc(N)cc3sc-2c1,3,Ar-NH2 / Ar-Ar / CH3-NR2,Alkyl-NR2,
"1,2-Bis(2-aminophenoxy)-ethane-N,N,N'N'-tetraacetic acid",O=C(O)CN(CC(=O)O)c1ccccc1OCCOc1ccccc1N(CC(=O)O)CC(=O)O,18,Ar-OR / Ar-OR / Ar-NR2 / Ar-NR2 / RCH2-CO2H / RCH2-CO2H / RCH2-CO2H / RCH2-CO2H / Alkyl-H-acidic / Alkyl-H-acidic / Alkyl-H-acidic / Alkyl-H-acidic / Alkyl-H-acidic / Alkyl-H-acidic / Alkyl-H-acidic / Alkyl-H-acidic / RCH2-NR2 / RCH2-NR2,RCH2-OR / Alkyl-OR / RCH2-OR / Alkyl-OR / Alkyl-CO2H / Alkyl-CO2H / Alkyl-CO2H / Alkyl-CO2H / Alkyl-H / Alkyl-H / Alkyl-H / Alkyl-H / Alkyl-H / Alkyl-H / Alkyl-H / Alkyl-H / Alkyl-NR2 / Alkyl-NR2,
BAPTA tetraethyl ester,CCOC(=O)CN(CC(=O)OCC)c1ccccc1OCCOc1ccccc1N(CC(=O)OCC)CC(=O)OCC,18,Ar-OR / Ar-OR / Ar-NR2 / Ar-NR2 / RCH2-CO2R / RCH2-CO2R / RCH2-CO2R / RCH2-CO2R / Alkyl-H-acidic / Alkyl-H-acidic / Alkyl-H-acidic / Alkyl-H-acidic / Alkyl-H-acidic / Alkyl-H-acidic / Alkyl-H-acidic / Alkyl-H-acidic / RCH2-NR2 / RCH2-NR2,RCH2-OR / Alkyl-OR / RCH2-OR / Alkyl-OR / Alkyl-Ester / Alkyl-Ester / Alkyl-Ester / Alkyl-Ester / Alkyl-H / Alkyl-H / Alkyl-H / Alkyl-H / Alkyl-H / Alkyl-H / Alkyl-H / Alkyl-H / Alkyl-NR2 / Alkyl-NR2,
barbituric acid,O=c1cc(O)[nH]c(=O)[nH]1,4,Ar-OH / AromN-H / AromN-H / Pyrimidine,,
barium tetracyanoplatinate(II) tetrahydrate,[Ba+2].[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Pt+2],0,,,
Barium thiocyanate trihydrate,N#C[S-].N#C[S-].[Ba+2],0,,,
Benzo[c]cinnoline,c1ccc2c(c1)nnc1ccccc12,1,Ar-H,,
Benzo[c]cinnoline N-oxide,[O-][n+]1nc2ccccc2c2ccccc21,1,Ar-H,,
Benzo-15-crown-5,c1ccc2c(c1)OCCOCCOCCOCCO2,5,Ar-OR / Ar-OR / RCH2-OR / RCH2-OR / RCH2-OR,RCH2-OR / Alkyl-OR / RCH2-OR / Alkyl-OR / Alkyl-OR / Alkyl-OR / Alkyl-OR,
"1,4-Benzodioxan-6-amine",Nc1ccc2c(c1)OCCO2,3,Ar-OR / Ar-OR / Ar-NH2,RCH2-OR / Alkyl-OR / RCH2-OR / Alkyl-OR,
"1,4-Benzodioxan",c1ccc2c(c1)OCCO2,2,Ar-OR / Ar-OR,RCH2-OR / Alkyl-OR / RCH2-OR / Alkyl-OR,
"1,4-Benzodioxane-6-boronic acid",OB(O)c1ccc2c(c1)OCCO2,3,Ar-B(OH)2 / Ar-OR / Ar-OR,RCH2-OR / Alkyl-OR / RCH2-OR / Alkyl-OR,
"3,4-Ethylenedioxybenzaldehyde",O=Cc1ccc2c(c1)OCCO2,3,Ar-CHO / Ar-OR / Ar-OR,RCH2-OR / Alkyl-OR / RCH2-OR / Alkyl-OR,
Benzo-18-crown-6,c1ccc2c(c1)OCCOCCOCCOCCOCCO2,6,Ar-OR / Ar-OR / RCH2-OR / RCH2-OR / RCH2-OR / RCH2-OR,RCH2-OR / Alkyl-OR / RCH2-OR / Alkyl-OR / Alkyl-OR / Alkyl-OR / Alkyl-OR / Alkyl-OR,
"2,3-Dihydro-benzo[1,4]dioxine-6-sulfonyl chloride",O=S(=O)(Cl)c1ccc2c(c1)OCCO2,3,Ar-SO2Cl / Ar-OR / Ar-OR,Ar-SO2X / RCH2-OR / Alkyl-OR / RCH2-OR / Alkyl-OR,
"1,4-Benzodioxan-2-carboxylic acid",O=C(O)C1COc2ccccc2O1,4,Ar-OR / Ar-OR / R2CH-CO2H / Alkyl-H-acidic,RCH2-OR / Alkyl-OR / R2CH-OR / Alkyl-OR / Alkyl-CO2H / Alkyl-H,
"2,3-dihydro-1,4-benzodioxine-2-carbothioamide",NC(=S)C1COc2ccccc2O1,2,Ar-OR / Ar-OR,RCH2-OR / Alkyl-OR / R2CH-OR / Alkyl-OR,
"Benzo[1,3]dioxole-5-sulfonyl chloride",O=S(=O)(Cl)c1ccc2c(c1)OCO2,3,Ar-SO2Cl / Ar-OR / Ar-OR,Ar-SO2X / RCH2-OR / Alkyl-OR / RCH2-OR / Alkyl-OR,
"2-(2H-1,3-benzodioxol-5-yl)piperazine",c1cc2c(cc1C1CNCCN1)OCO2,6,Ar-OR / Ar-OR / Ar-R / R2CH-NHR / RCH2-NHR / RCH2-NHR,RCH2-OR / Alkyl-OR / RCH2-OR / Alkyl-OR / Alkyl-NHR / Alkyl-NHR / Alkyl-NHR,
3-Benzo[b]furylacetonitrile,N#CCc1coc2ccccc12,4,Bn-CN / Alkyl-H-acidic / Alkyl-H-acidic / Benzofuran,Ar-R / RCH2-CN / Alkyl-CN / Alkyl-H / Alkyl-H / Furan,
Benzofuran-2-boronic acid,OB(O)c1cc2ccccc2o1,2,Ar-B(OH)2 / Benzofuran,,
Benzofuran-2-carboxaldehyde,O=Cc1cc2ccccc2o1,2,Ar-CHO / Benzofuran,,
"3H-1,2-Benzodithiol-3-one 1,1-Dioxide",O=C1SS(=O)(=O)c2ccccc21,1,Ar-H,,
Benzofuran-2-carboxylic acid,O=C(O)c1cc2ccccc2o1,2,Ar-CO2H / Benzofuran,,
5-(dihydroxyboranyl)-1-benzofuran-2-ylboronic acid,OB(O)c1ccc2oc(B(O)O)cc2c1,3,Ar-B(OH)2 / Ar-B(OH)2 / Benzofuran,,
Benzofurazan,c1ccc2nonc2c1,1,Ar-H,,
Benzofurazan-4-sulfonyl chloride,O=S(=O)(Cl)c1cccc2nonc12,1,Ar-SO2Cl,Ar-SO2X,
benzofuroxan,[O-][n+]1onc2ccccc21,1,Ar-H,,
benzofuroxan-5-carboxylic acid,O=C(O)c1ccc2c(c1)no[n+]2[O-],1,Ar-CO2H,,
"2,4-Diamino-6-phenyl-s-triazine",Nc1nc(N)nc(-c2ccccc2)n1,3,Ar-NH2 / Ar-NH2 / Ar-Ar,,
Benzohydroxamic Acid,ON=C(O)c1ccccc1,1,Ar-Imino,,
benzoylferrocene,O=C(c1ccccc1)c1ccc[cH-]1.[Fe+2].c1cc[cH-]c1,1,Ar-COR,,
Benzoyl fluoride,O=C(F)c1ccccc1,1,Ar-COF,Ar-COX,
6-O-benzoyl-D-glucal,O=C(OCC1OC=CC(O)C1O)c1ccccc1,5,Ar-CO2R / Alkenyl-OR / R2CH-OH / R2CH-OH / Alkyl-C=C,R2CH-OR / Alkyl-OR / Any-EnolEther / Any-Dienophile / Motif-C=C / Cyclohexene / Alkyl-OH / Alkyl-OH,
"2,4(1H,3H)-Quinazolinedione",O=c1[nH]c(=O)c2ccccc2[nH]1,3,AromN-H / AromN-H / Pyrimidine,,
7-benzoylheptanoic acid,O=C(O)CCCCCCC(=O)c1ccccc1,6,Ar-COR / RCH2-CO2H / Alkyl-H-acidic / Alkyl-H-acidic / Alkyl-H-acidic / Alkyl-H-acidic,RCH2-COR / Alkyl-COR / Alkyl-CO2H / Alkyl-H / Alkyl-H / Alkyl-H / Alkyl-H,
"1-(2-Hydroxyphenyl)-3-phenyl-1,3-propanedione",O=C(CC(=O)c1ccccc1O)c1ccccc1,5,Ar-COR / Ar-COR / Ar-OH / Alkyl-H-acidic / Alkyl-H-acidic,RCH2-COR / Alkyl-COR / RCH2-COR / Alkyl-COR / Alkyl-H / Alkyl-H,
6-Benzoylhexanoic acid,O=C(O)CCCCCC(=O)c1ccccc1,6,Ar-COR / RCH2-CO2H / Alkyl-H-acidic / Alkyl-H-acidic / Alkyl-H-acidic / Alkyl-H-acidic,RCH2-COR / Alkyl-COR / Alkyl-CO2H / Alkyl-H / Alkyl-H / Alkyl-H / Alkyl-H,
"2-Benzoyl-1,3-indanedione",O=C(c1ccccc1)C1C(=O)c2ccccc2C1=O,4,Ar-COR / Ar-COR / Ar-COR / Alkyl-H-acidic,R2CH-COR / Alkyl-COR / R2CH-COR / Alkyl-COR / R2CH-COR / Alkyl-COR / Alkyl-H,
N-Benzoylimidazole,O=C(c1ccccc1)n1ccnc1,1,Ar-H,,
Benzoyl isocyanate,O=C=NC(=O)c1ccccc1,1,Ar-H,,
Benzyl Butyl Phthalate,CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,3,Ar-CO2R / Ar-CO2R / Ar-R,,
Benzyl Butyrate,CCCC(=O)OCc1ccccc1,4,Ar-R / RCH2-CO2R / Alkyl-H-acidic / Alkyl-H-acidic,Alkyl-Ester / Alkyl-H / Alkyl-H,
3-(N-Benzylaminocarbonyl)phenylboronic acid,O=C(NCc1ccccc1)c1cccc(B(O)O)c1,4,Ar-B(OH)2 / Ar-CONHR / Ar-R / Alkyl-NCOR,,
4-(N-Benzylaminocarbonyl)phenylboronic acid,O=C(NCc1ccccc1)c1ccc(B(O)O)cc1,4,Ar-B(OH)2 / Ar-CONHR / Ar-R / Alkyl-NCOR,,
2-(benzylcarbamoyl)benzoic acid,O=C(O)c1ccccc1C(=O)NCc1ccccc1,4,Ar-CO2H / Ar-CONHR / Ar-R / Alkyl-NCOR,,
Benzyl Carbamate,NC(=O)OCc1ccccc1,1,Ar-R,,
3-(benzylcarbamoyl)-4-fluorophenylboronic acid,O=C(NCc1ccccc1)c1cc(B(O)O)ccc1F,5,Ar-B(OH)2 / Ar-CONHR / Ar-R / Ar-F / Alkyl-NCOR,Ar-X,
"4-BenzylcarbaMoyl-2-fluorobenzeneboronic acid, 97%",O=C(NCc1ccccc1)c1ccc(B(O)O)c(F)c1,5,Ar-B(OH)2 / Ar-CONHR / Ar-R / Ar-F / Alkyl-NCOR,Ar-X,
3-(benzylcarbamoyl)-5-fluorophenylboronic acid,O=C(NCc1ccccc1)c1cc(F)cc(B(O)O)c1,5,Ar-B(OH)2 / Ar-CONHR / Ar-R / Ar-F / Alkyl-NCOR,Ar-X,
4-(benzylcarbamoyl)-3-fluorophenylboronic acid,O=C(NCc1ccccc1)c1ccc(B(O)O)cc1F,5,Ar-B(OH)2 / Ar-CONHR / Ar-R / Ar-F / Alkyl-NCOR,Ar-X,
5-(benzylcarbamoyl)-2-fluorophenylboronic acid,O=C(NCc1ccccc1)c1ccc(F)c(B(O)O)c1,5,Ar-B(OH)2 / Ar-CONHR / Ar-R / Ar-F / Alkyl-NCOR,Ar-X,
3-(benzylcarbamoyl)-5-nitrophenylboronic acid,O=C(NCc1ccccc1)c1cc(B(O)O)cc([N+](=O)[O-])c1,5,Ar-B(OH)2 / Ar-CONHR / Ar-NO2 / Ar-R / Alkyl-NCOR,Ar-NR2,
N-Benzyl-2-Chloro-Benzamide,O=C(NCc1ccccc1)c1ccccc1Cl,4,Ar-CONHR / Ar-R / Ar-Cl / Alkyl-NCOR,Ar-X,
2-(1-benzylpiperidin-4-yl)ethanol,OCCC1CCN(Cc2ccccc2)CC1,4,Ar-R / Bn-NR2 / RCH2-NR2 / RCH2-OH,RCH2-NR2 / Alkyl-NR2 / Alkyl-NR2 / Alkyl-OH,
1-Benzyl-3-hydroxy-1H-indazole,O=c1[nH]n(Cc2ccccc2)c2ccccc12,4,Ar-R / AromN-H / Alkyl-AromN / Pyrazole,,
Carbobenzoxyhydrazide,NNC(=O)OCc1ccccc1,1,Ar-R,,
O-Benzylhydroxylamine,NOCc1ccccc1,1,Ar-R,,
(5R)-1-benzyl-5-(hydroxymethyl)pyrrolidin-2-one,O=C1CCC(CO)N1Cc1ccccc1,7,Ar-R / RCH2-CONR2 / Bn-LactamN / Alkyl-NCOR / Alkyl-H-acidic / Alkyl-H-acidic / RCH2-OH,Alkyl-CONR2 / RCH2-LactamN / Alkyl-LactamN / R2CH-LactamN / Alkyl-LactamN / Alkyl-H / Alkyl-H / Alkyl-OH,
benzyl 6-hydroxypyridine-3-carboxylate,O=C(OCc1ccccc1)c1ccc(=O)[nH]c1,4,Ar-CO2R / Ar-R / AromN-H / Pyridine,,
benzyl 2-(3-hydroxyphenyl)acetate,O=C(Cc1cccc(O)c1)OCc1ccccc1,5,Bn-CO2R / Ar-OH / Ar-R / Alkyl-H-acidic / Alkyl-H-acidic,Ar-R / RCH2-CO2R / Alkyl-Ester / Alkyl-H / Alkyl-H,
1-benzyl-3-piperidinol,OC1CCCN(Cc2ccccc2)C1,4,Ar-R / Bn-NR2 / RCH2-NR2 / R2CH-OH,RCH2-NR2 / Alkyl-NR2 / Alkyl-NR2 / Alkyl-OH,
1-Benzyl-4-hydroxypiperidine,OC1CCN(Cc2ccccc2)CC1,4,Ar-R / Bn-NR2 / RCH2-NR2 / R2CH-OH,RCH2-NR2 / Alkyl-NR2 / Alkyl-NR2 / Alkyl-OH,
4-Benzyl-4-hydroxypiperidine,OC1(Cc2ccccc2)CCNCC1,3,Ar-R / R3C-OH / RCH2-NHR,Alkyl-OH / Alkyl-NHR,
(S)-1-Benzyl-3-pyrrolidinol,OC1CCN(Cc2ccccc2)C1,4,Ar-R / Bn-NR2 / RCH2-NR2 / R2CH-OH,RCH2-NR2 / Alkyl-NR2 / Alkyl-NR2 / Alkyl-OH,
benzalacetone,CC(=O)C=Cc1ccccc1,5,Alkenyl-COR / Ar-C=C / Alkyl-H-acidic / Alkyl-H-acidic / Alkyl-H-acidic,Alkyl-COR / Any-Dienophile / Motif-C=C / Ar-Alkenyl / Alkyl-H / Alkyl-H / Alkyl-H,
4-Benzyloxybenzonitrile,N#Cc1ccc(OCc2ccccc2)cc1,4,Ar-CN / Ar-OR / Ar-R / Bn-OR,RCH2-OR / Alkyl-OR,
4-Benzyloxybenzophenone,O=C(c1ccccc1)c1ccc(OCc2ccccc2)cc1,4,Ar-COR / Ar-OR / Ar-R / Bn-OR,RCH2-OR / Alkyl-OR,
