source_reaction_type,reactive_site_1_display_label,reactive_site_1_signature,reactive_site_1_center_class,reactive_site_1_attachment_class,reactive_site_1_alpha_branched,reactive_site_2_display_label,reactive_site_2_signature,reactive_site_2_center_class,reactive_site_2_attachment_class,reactive_site_2_alpha_branched,yield_pct,z_score,condition_recipe_id,condition_display,temperature_c,time_h,concentration_m,atmosphere,condition_identity_uncertainty,procedure_text
Buchwald-Hartwig,Ar–Cl,LG|Ar|Cl,,,,Ar–NH₂,XH|N|H2|Ar,primary,,,28.71,-2.08,RCR1:c0c0ea7973a4a507ace667c17a1eb66572f919b5924a388838ddc049d9db1203,XPhos Pd G4 [catalyst]; XPhos [ligand]; DBU [base]; MeTHF [solvent],60,0.5,,,true,0.5 h at 60 °C
Suzuki-Miyaura,Ar–Br,LG|Ar|Br,,,,Alkenyl–B(OR)₂,TM|Alkenyl|B(OR)2,,,,0,-0.94,RCR1:2de990b5a44967820f10a7a8370c83e342a56f41a8f825cc0b5e081183754a61,P(tBu)3 Pd(crotyl)Cl [catalyst]; P(tBu)3 [ligand]; Na2CO3 [base]; MeCN [solvent]; water [solvent],,,,,true,
Buchwald-Hartwig,Ar–NH₂,XH|N|H2|Ar,primary,,,Ar–Cl,LG|Ar|Cl,,,,0.56,-0.62,RCR1:864c1119c3ebf5f22e5476ccc64db96d6f21f7bd17db353163f2296637723fe1,XantPhos Pd(allyl)Cl [catalyst]; XantPhos [ligand]; DBU [base]; PhMe [solvent],90,2,,,true,2 h at 90 °C
CO-Coupling,Ar–Br,LG|Ar|Br,,,,Ar–OH,XH|O|H1|Ar,,,,0,-0.37,RCR1:47896516443f309bb5538775186c6d3cdecfc54d14c7dea0973cd98089650bc7,tBuBrettPhos Pd(allyl)OTf [catalyst]; tBuBrettPhos [ligand]; Cs2CO3 [base]; tAmOH [solvent],,,,,true,
Suzuki-Miyaura,Alkenyl–B(OR)₂,TM|Alkenyl|B(OR)2,,,,Ar–Br,LG|Ar|Br,,,,36.54,0.34,RCR1:14667273af5d93fc72f679c86db0cc2d79016dffdf4ade58e2fa24757ee61236,P(tBu)3 Pd(crotyl)Cl [catalyst]; P(tBu)3 [ligand]; Na2CO3 [base]; MeCN [solvent]; water [solvent],60,3,,,true,3 h at 60 °C
Suzuki-Miyaura,Alkenyl–B(OR)₂,TM|Alkenyl|B(OR)2,,,,Ar–Br,LG|Ar|Br,,,,78.88,1.08,RCR1:01186a65839da3e1d1b9f61c01541dd35ca28fe6818d1be61956df2b45875327,P(tBu)3 Pd(crotyl)Cl [catalyst]; P(tBu)3 [ligand]; Na2CO3 [base]; MeCN [solvent]; water [solvent],60,1,,,true,1 h at 60 °C
Suzuki-Miyaura,Ar–I,LG|Ar|I,,,,Ar–B(OR)₂,TM|Ar|B(OR)2,,,,64.39,1.51,RCR1:a9f0620960a9a72338169ad1ba1a6d935ba8ae0c56705ba9e44a04498da1cb08,PPh3)2PdCl2 [catalyst]; PPh3 [ligand]; Cs2CO3 [base]; Dioxane [solvent],100,24,,,true,24 h at 100 °C
"Arylation, acidic C-H",Ar–Br,LG|Ar|Br,,,,Activated alkyl C–H,XH|Csp3,,,,1.59,-0.36,RCR1:74399535e7637aae0cadf6d1bac546bb33592841ecd76238639179074865a461,JosiphosSL-J009-1 Pd G3 [catalyst]; JosiphosSL-J009-1 [ligand]; Cs2CO3 [base]; Dioxane [solvent],,,,,true,"3 h at 80 °C, then 45 h at 100 °C"
"Arylation, acidic C-H",Ar–Br,LG|Ar|Br,,,,Activated alkyl C–H,XH|Csp3,,,,0,-0.46,RCR1:817e8cbbf7b5f91de179b48e004fcda73fa9daff18e2fa843b25d6b35c0a6284,RuPhos Pd(crotyl)Cl [catalyst]; RuPhos [ligand]; NMM [base]; TPGS-750M [solvent],,,,,true,
"Arylation, acidic C-H",Ar–Br,LG|Ar|Br,,,,Activated alkyl C–H,XH|Csp3,,,,0,-0.46,RCR1:dfbdd804452604d1cb082d4816d17e51672112bfca5618ab5f90b1263f0190ad,RuPhos Pd(crotyl)Cl [catalyst]; RuPhos [ligand]; Na2CO3 [base]; water [solvent],,,,,true,
"Arylation, acidic C-H",Ar–Br,LG|Ar|Br,,,,Activated alkyl C–H,XH|Csp3,,,,3.3,-0.46,RCR1:74399535e7637aae0cadf6d1bac546bb33592841ecd76238639179074865a461,JosiphosSL-J009-1 Pd G3 [catalyst]; JosiphosSL-J009-1 [ligand]; Cs2CO3 [base]; Dioxane [solvent],,,,,true,"3 h at 80 °C, then 45 h at 100 °C"
"Arylation, acidic C-H",Ar–Br,LG|Ar|Br,,,,Activated alkyl C–H,XH|Csp3,,,,0,-0.6,RCR1:659ad6b38d3c4a82ff016d67a0af5f969e6e2716ab10b673f7ee3756d6c5826c,cBridP Pd(allyl)Cl [catalyst]; cBridP [ligand]; DBU [base]; PhMe [solvent],,,,,true,
CO-Coupling,Ar–OH,XH|O|H1|Ar,,,,Ar–Br,LG|Ar|Br,,,,4.07,0.28,RCR1:7c40d6e30a422b534da076732961d4a6825d6859849694a0eee4fc2cae2196bd,CuO [catalyst]; 8-Quinolinol N-oxide [ligand]; K2CO3 [base]; Propionitrile [solvent],,,,,false,"5 h at 100 °C, then 14 h at 120 °C"
CO-Coupling,Ar–OH,XH|O|H1|Ar,,,,Ar–I,LG|Ar|I,,,,15.68,-0.37,RCR1:ddff07100d62ea6fcad567ef25016a301056ce9c9638f31b4e69382fd2ea61d1,CuI [catalyst]; Me4phen [ligand]; Cs2CO3 [base]; MeCN [solvent],,,,,true,"3 h at 80 °C, then 18 h at 100 °C"
CO-Coupling,Ar–OH,XH|O|H1|Ar,,,,Ar–I,LG|Ar|I,,,,49.11,1.28,RCR1:183eb7e1122fb159df877c3ffa9903e60f8b6ab9c4b1094339d6a7c9945701c9,"CuI [catalyst]; N,N-Dimethylglycine hydrochloride [ligand]; K2CO3 [base]; DMSO [solvent]",,,,,true,"4 h at 80 °C, then 17 h at 120 °C"
CO-Coupling,Ar–OH,XH|O|H1|Ar,,,,Ar–I,LG|Ar|I,,,,0.68,-1.1,RCR1:c12c5d8ad9956ad1b54c1e636c587deb1aff23f84e7f39b432b267ec49b35041,CuO [catalyst]; NN-Dibenzyloxamide [ligand]; K2CO3 [base]; MeCN [solvent],80,19,,,true,19 h at 80 °C
CO-Coupling,Ar–OH,XH|O|H1|Ar,,,,Ar–I,LG|Ar|I,,,,0,-1.14,RCR1:e24b6e83bd0a04f5feb6bd0d270ae84d22d55d5ba86c907da4e8159e48037830,Cu2O [catalyst]; trans-Hyp [ligand]; K2CO3 [base]; Dioxane [solvent],,,,,true,
Buchwald-Hartwig,Ar–I,LG|Ar|I,,,,Ar–NH–R,"XH|N|H1|Ar,Alkyl",secondary,,,31.45,1.54,RCR1:15426c328e5bacc4759fbfae042b1294314fe6094cfc15385551e3663002b851,DPEPhos Pd(allyl)Cl [catalyst]; DPEPhos [ligand]; K3PO4 [base]; tAmOH [solvent],80,24,,,true,24 h at 80 °C
Buchwald-Hartwig,Ar–I,LG|Ar|I,,,,Ar–NH–R,"XH|N|H1|Ar,Alkyl",secondary,,,2.84,-0.45,RCR1:7955fa61ce0e05f1fb701d67f6ca4e0664d16480c69856d59243d32cfcf88eb3,triisobutylphosphatrane Pd G6 [catalyst]; triisobutylphosphatrane [ligand]; K3PO4 [base]; tAmOH [solvent]; water [solvent],,,,,true,"3 h at 60 °C, then 16 h at 80 °C"
Suzuki-Miyaura,Ar–Br,LG|Ar|Br,,,,Ar–BF₃K,TM|Ar|BF3K,,,,14.25,-0.76,RCR1:5033dcb4e8aa5485341bd7987025c1ec2280349ff30f24f0bf820a5d2f834a55,dppfPdCl2 [catalyst]; dppf [ligand]; K2CO3 [base]; CPME [solvent]; water [solvent],100,20,,,true,20 h at 100 °C
Suzuki-Miyaura,Ar–Br,LG|Ar|Br,,,,Ar–B(OH)₂,TM|Ar|B(OH)2,,,,54.94,0.39,RCR1:73fec3fc89272034916e404ef3494258b027329bd9ed01b36162113630a47a5d,dtbpfPdCl2 [catalyst]; dtbpf [ligand]; K3PO4 [base]; PhMe [solvent]; water [solvent],100,16,,,true,16 h at 100 °C
Amide coupling,R–C(O)OH,EC|Acyl|Alkyl|OH|latent,,,,R–NH₂,XH|N|H2|Alkyl,primary,,,41.81,1.54,RCR1:5f40f5d7294d2f341639591a828384e8c6157f3dabdf586f9064407c3fbbca80,No ligand; THF [solvent]; T3P [coupling_reagent],,,,,false,"1 h at 25 °C, then 2 h at 28 °C"
Buchwald-Hartwig,Ar–OSO₂R,LG|Ar|OSO2R,,,,R–NH₂,XH|N|H2|Alkyl,primary,,,83.99,3.67,RCR1:df70a1165586be4ea1592ecc166ef8cf0d82b7e3063c644ee804302fed3a4c23,MorDalphos Pd G3 [catalyst]; MorDalphos [ligand]; Cs2CO3 [base]; tAmOH [solvent],80,21,,,true,21 h at 80 °C
Buchwald-Hartwig,R–NH₂,XH|N|H2|Alkyl,primary,,,Ar–OSO₂R,LG|Ar|OSO2R,,,,29.08,0.19,RCR1:df70a1165586be4ea1592ecc166ef8cf0d82b7e3063c644ee804302fed3a4c23,MorDalphos Pd G3 [catalyst]; MorDalphos [ligand]; Cs2CO3 [base]; tAmOH [solvent],80,21,,,true,21 h at 80 °C
Suzuki-Miyaura,Ar–Cl,LG|Ar|Cl,,,,Ar–B(OR)₂,TM|Ar|B(OR)2,,,,0,-1.17,RCR1:0c8748220f25984d03b1d7ca2e6d8db3a62a68f023a0cd62ec5f30b829be9e36,tBuBrettPhos Pd(allyl)OTf [catalyst]; tBuBrettPhos [ligand]; Cs2CO3 [base]; MeCN [solvent],,,,,true,
Suzuki-Miyaura,Ar–Cl,LG|Ar|Cl,,,,Ar–B(OR)₂,TM|Ar|B(OR)2,,,,8.84,-0.75,RCR1:c8141b9c17eb3fac73a3a4dceb928ab69eb17ae66930779c0863df813d0f5b91,meCgPPh Pd G3 [catalyst]; meCgPPh [ligand]; KOH [base]; tAmOH [solvent]; water [solvent]; Potassium 2-ethylhexanoate [additive],60,5,,,true,5 h at 60 °C
CH-Activation,Ar–H,CH|ArH,,,,Ar–Cl,LG|Ar|Cl,,,,0,-0.82,RCR1:629e124a4356b81b77baed2a08b85324335554b625a4d21e7bf1feb577018ddc,"AmPhos2PdCl2 [catalyst]; AmPhos [ligand]; K2CO3, KOPiv [base]; DMAc [solvent]",,,,,true,
CH-Activation,Ar–H,CH|ArH,,,,Ar–Cl,LG|Ar|Cl,,,,25.46,1.28,RCR1:2b8912e3726a9f1bec3e66d5333c34c6f6dd7c1e8b994b97f9569d31660e4ac8,XantPhos Pd(allyl)Cl [catalyst]; XantPhos [ligand]; K2CO3 [base]; anisole [solvent]; water [solvent]; Potassium 2-ethylhexanoate [additive],130,23,,,true,23 h at 130 °C
CH-Activation,Ar–H,CH|ArH,,,,Ar–Cl,LG|Ar|Cl,,,,1.18,-0.73,RCR1:5b65d31a0f6df8e3e0e64884f1a5f413567850e4ea0cfc07deb24bfaabfaeac4,XantPhos Pd(allyl)Cl [catalyst]; XantPhos [ligand]; K2HPO4 [base]; Dioxane [solvent]; water [solvent]; Potassium 2-ethylhexanoate [additive],,,,,true,"5 h at 80 °C, then 16 h at 100 °C"
Heck,Ar–Cl,LG|Ar|Cl,,,,alkene,PI|Alkene,,,,14.81,0.36,RCR1:5ad2f57a98ff198a2466a28c334d899e0147dc7402d330161c0014507df8c0f1,Me4tBuXPhos Pd G3 [catalyst]; Me4tBuXPhos [ligand]; DIPEA [base]; DMI [solvent],100,20,,,true,20 h at 100 °C
Heck,Ar–Cl,LG|Ar|Cl,,,,alkene,PI|Alkene,,,,1.17,-0.67,RCR1:d2a4d34ac721420f01a8a8e369fbfd50e2c459c388581ff9590a59bd4c47e50e,AmPhos2PdCl2 [catalyst]; AmPhos [ligand]; DIPEA [base]; tAmOH [solvent],,,,,true,"5 h at 100 °C, then 14 h at 120 °C"
Heck,Ar–Cl,LG|Ar|Cl,,,,alkene,PI|Alkene,,,,0.48,-0.72,RCR1:1b9168f85a8c1e082821f19de713f3b723a6a16195510e7e14b7fc410c617ef6,MorDalphos Pd G3 [catalyst]; MorDalphos [ligand]; TMG [base]; tAmOH [solvent],,,,,true,"5.5 h at 100 °C, then 18.5 h at 120 °C"
Heck,Ar–Cl,LG|Ar|Cl,,,,alkene,PI|Alkene,,,,22.78,0.97,RCR1:7384a980a2b8ba5160599225157a384d8efd995f8f9f3bc387dc134bfe268248,tBuXPhos Pd(allyl)OTf [catalyst]; Me4tBuXPhos [ligand]; N-Methyldicyclohexylamin [base]; tAmOH [solvent]; water [solvent]; Potassium 2-ethylhexanoate [additive],120,21,,,true,21 h at 120 °C
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,R¹R²–NH,"XH|N|H1|Alkyl,Alkyl",secondary,,,0,-0.42,RCR1:c9b758451f412de4266eecb2b02609db4f4c2526f01492f0430d80de8c9f0f27,QPhos Pd(crotyl)Cl [catalyst]; QPhos [ligand]; KOtBu [base]; tAmOH [solvent],,,,,true,
Buchwald-Hartwig,AromN–H,XH|N_aromatic|H1|HeteroAr,,,,Ar–Cl,LG|Ar|Cl,,,,0,-1,RCR1:b4abd9aa303a72ed12b28fb0dd7ac3cb55ebe467ba10a2e96941ba4bb7b084a7,[Pd(allyl)(AlPhos)]OTf [catalyst]; AlPhos [ligand]; K3PO4 [base]; iPrOH [solvent]; water [additive],,,,,true,
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,AromN–H,XH|N_aromatic|H1|HeteroAr,,,,0,-0.33,RCR1:fb34157ad434e4c2c3f99c986eeab6fc22cab7885ffd0a731a3ee4711e11d697,"CuI [catalyst]; N,N-Dimethylethylenediamine [ligand]; Cs2CO3 [base]; DMI [solvent]",,,,,true,
Buchwald-Hartwig,Ar–NH₂,XH|N|H2|Ar,primary,,,Ar–Br,LG|Ar|Br,,,,7.09,-0.61,RCR1:f48add1339eda65ecb080bfa2ca31fc9e3f69888f5cee172e23d281bfb34142e,AlphosPd)2cod [catalyst]; AlPhos [ligand]; NaOtBu [base]; Dioxane [solvent],80,22,,,true,22 h at 80 °C
Amide coupling,R¹R²–NH (≥1 α-C branched),"XH|N|H1|Alkyl,Alkyl",secondary,,true,R–C(O)OH,EC|Acyl|Alkyl|OH|latent,,,,20.34,-1.55,RCR1:2babcd0e8395280bdbb470504ce5a4fd9454e5697ba5c80a37f2c5858e492d7e,No ligand; MeCN [solvent]; HOSu [additive]; DIC [coupling_reagent],21,4,,,false,4 h at 21 °C
Amide coupling,R¹R²–NH (≥1 α-C branched),"XH|N|H1|Alkyl,Alkyl",secondary,,true,R–C(O)OH,EC|Acyl|Alkyl|OH|latent,,,,73.39,0.35,RCR1:3f4b62eb67fd53f08ea2435b653f82024fc00c643770e12d8feb2a847ca15849,No ligand; TBME [solvent]; THF [solvent]; HOPO [additive]; DIC [coupling_reagent],25,20,,,true,20 h at 25 °C
Amide coupling,R¹R²–NH (≥1 α-C branched),"XH|N|H1|Alkyl,Alkyl",secondary,,true,R–C(O)OH,EC|Acyl|Alkyl|OH|latent,,,,95.7,1.15,RCR1:bfea60929c3b8cc98da64eedd156da183e67c69e9067e883a64973ba0699730a,No ligand; iPrOAc [solvent]; MeCN [solvent]; HOPO [additive]; DIC [coupling_reagent],21,23,,,false,23 h at 21 °C
Suzuki-Miyaura,Ar–Cl,LG|Ar|Cl,,,,Ar–B(OH)₂,TM|Ar|B(OH)2,,,,91.37,0.47,RCR1:d52ec90b8e58aeadc2474c781fe3cd49d4766a428274fa0be04e9219f7a72a54,PPh3)2PdCl2 [catalyst]; PPh3 [ligand]; Na2CO3 [base]; tAmOH [solvent]; water [solvent],,,,,true,"4 h at 60 °C, then 16 h at 80 °C"
"Arylation, acidic C-H",Ar–Br,LG|Ar|Br,,,,Activated alkyl C–H,XH|Csp3,,,,0,-0.5,RCR1:100488163086fa21af535b075b87019d802efa02c2930acdf147e3eb56b79344,XantPhosPdCl2 [catalyst]; XantPhos [ligand]; K3PO4 [base]; PhMe [solvent]; water [solvent],,,,,true,
"Arylation, acidic C-H",Ar–Br,LG|Ar|Br,,,,Activated alkyl C–H,XH|Csp3,,,,0,-0.5,RCR1:9fb0a469de5032156c6a6ac93b772417ca580089e19ceed8aa3cc674ccd31c73,cBridP Pd(allyl)Cl [catalyst]; cBridP [ligand]; DBU [base]; Dioxane [solvent],,,,,true,
"Arylation, acidic C-H",Ar–Br,LG|Ar|Br,,,,Activated alkyl C–H,XH|Csp3,,,,0,-0.5,RCR1:9fb0a469de5032156c6a6ac93b772417ca580089e19ceed8aa3cc674ccd31c73,cBridP Pd(allyl)Cl [catalyst]; cBridP [ligand]; DBU [base]; Dioxane [solvent],,,,,true,
Buchwald-Hartwig,Lactam,,,,,Ar–Cl,LG|Ar|Cl,,,,10.01,-0.6,RCR1:28da9a66b0ba7177a90151cc026b1985e7ef8927b1a61d52a87668bca3e8304a,QPhos Pd(crotyl)Cl [catalyst]; QPhos [ligand]; NaOtBu [base]; PhMe [solvent],,,,,true,"4 h at 60 °C, then 18 h at 80 °C"
Buchwald-Hartwig,Ar–Cl,LG|Ar|Cl,,,,Ar–NH₂,XH|N|H2|Ar,primary,,,0,-1.02,RCR1:ce2fc76602eb6a0babdc8453c70d9f52f62e763a8275290b3e87e2b26910eb3d,JosiphosSL-J009-1 Pd G3 [catalyst]; JosiphosSL-J009-1 [ligand]; K2CO3 [base]; MeCN [solvent],,,,,true,
Buchwald-Hartwig,Ar–Cl,LG|Ar|Cl,,,,Ar–NH₂,XH|N|H2|Ar,primary,,,20.49,-0.2,RCR1:5506ec6b3dfc39d37d90272a9b348bea7967ff9e0a7a90ef9fbcab7ad7716d1b,AdBrettPhosPd G6 Br [catalyst]; Ad-BrettPhos [ligand]; K2CO3 [base]; MeCN [solvent],40,4.5,,,true,4.5 h at 40 °C
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,R–C(O)–NH₂,XH|N|H2|C(O)R,primary,,,3,-0.57,RCR1:15539da1c6da1018220cc36fd9d23231a58955460d2a0ad40f0376e6fac20e1c,AmPhos Pd(crotyl)Cl [catalyst]; AmPhos [ligand]; Cs2CO3 [base]; Dioxane [solvent],105,4,,,true,4 h at 105 °C
Suzuki-Miyaura,Ar–Cl,LG|Ar|Cl,,,,Ar–B(OR)₂,TM|Ar|B(OR)2,,,,34.02,0.83,RCR1:f847d32bdddb3d82589e23082c9a8e9c8b70c6ae0db39d61ff6b0b8a9267c8a0,dppfPdCl2 [catalyst]; dppf [ligand]; K3PO4 [base]; TBME [solvent]; water [solvent],,,,,true,"3 h at 60 °C, then 13 h at 80 °C"
Buchwald-Hartwig,Ar–NH₂,XH|N|H2|Ar,primary,,,Ar–Cl,LG|Ar|Cl,,,,0,-0.94,RCR1:342d57265ab199693bf04632696b0a7f05d1feaba66fddc7844ccfe430d17163,cBridP Pd(allyl)Cl [catalyst]; cBridP [ligand]; K3PO4 [base]; PhMe [solvent]; water [solvent],,,,,true,
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,AromN–H,XH|N_aromatic|H1|HeteroAr,,,,0,-0.48,RCR1:2536c625ce445025575d55c2edc754fd356ae60de5ee4ad320d3db8a276b7a3c,CyJohnPhos Pd G3 [catalyst]; CyJohnPhos [ligand]; KOtBu [base]; tAmOH [solvent],,,,,true,
Amide coupling,Ar–NH₂,XH|N|H2|Ar,primary,,,R–C(O)OH,EC|Acyl|Alkyl|OH|latent,,,,23.94,-0.73,RCR1:d57393b62554ad55b792b266d4ed29cab241574c3685c8283da8531f82ac4e38,No ligand; NEt3 [base]; DMI [solvent]; CDI [coupling_reagent],50,16,,,true,16 h at 50 °C
Amide coupling,Ar–NH₂,XH|N|H2|Ar,primary,,,R–C(O)OH,EC|Acyl|Alkyl|OH|latent,,,,16.03,-0.98,RCR1:4684ad87d3710bcd10c996ef7efe06832c931b7a001db7747981f1083f96ec66,No ligand; NMM [base]; MeCN [solvent]; Imidazole [additive]; DIC [coupling_reagent],50,1.5,,,true,1.5 h at 50 °C
CN-Coupling,AromN–H,XH|N_aromatic|H1|HeteroAr,,,,Ar–Br,LG|Ar|Br,,,,13.01,0.01,RCR1:a1d7d8ae2a230e5e7970078914631385f082ded8d197e4655d2a2a06cda6e50a,CuI [catalyst]; BPMPO [ligand]; Cs2CO3 [base]; DMF [solvent],,,,,true,"4 h at 80 °C, then 2 h at 130 °C"
CH-Activation,Ar–H,CH|ArH,,,,Ar–Br,LG|Ar|Br,,,,9.55,-0.36,RCR1:114fbd239f94fd01edcd9b2a581a19ab3678877005a439eebe0c885ee4894133,XantPhos Pd(allyl)Cl [catalyst]; XantPhos [ligand]; NaHCO3 [base]; xylenes [solvent],100,20,,,true,20 h at 100 °C
CH-Activation,Ar–H,CH|ArH,,,,Ar–Br,LG|Ar|Br,,,,21.45,0.59,RCR1:59cf38106d7f2d495147a0ae33b7347b5500e8107a8139ab7b0dd8a1e9848bb7,meCgPPh Pd G3 [catalyst]; meCgPPh [ligand]; NaHCO3 [base]; Potassium 2-ethylhexanoate [base]; water [solvent]; xylenes [solvent]; TBAC [additive],140,6,,,true,6 h at 140 °C
Buchwald-Hartwig,Ar–Cl,LG|Ar|Cl,,,,R–NH₂ (α-C branched),XH|N|H2|Alkyl,primary,,true,1.64,-0.71,RCR1:b34102d7146cb1507e25ac9718d71f7c069ff77c650451c61cb83c1a7f87ec5a,RuPhos Pd(crotyl)Cl [catalyst]; RuPhos [ligand]; NaOtBu [base]; PhMe [solvent],,,,,true,"2 h at 40 °C, then 21 h at 80 °C"
Buchwald-Hartwig,Ar–Cl,LG|Ar|Cl,,,,R–NH₂ (α-C branched),XH|N|H2|Alkyl,primary,,true,0,-0.78,RCR1:c54fc3d93873e1b84210ad705a66c177ec61610e8406f492edf3c31260dc4a2a,SPhos Pd(tBuInd)Cl [catalyst]; SPhos [ligand]; K2CO3 [base]; MeCN [solvent],,,,,true,
Buchwald-Hartwig,Ar–Cl,LG|Ar|Cl,,,,R–NH₂ (α-C branched),XH|N|H2|Alkyl,primary,,true,15.33,-0.1,RCR1:363274ae488d43f3a627bfdf5092d4bae857fd832e000d21deeebf77313d64c4,RuPhos Pd G3 [catalyst]; RuPhos [ligand]; Cs2CO3 [base]; MeCN [solvent],80,3,,,false,3 h at 80 °C
SNAr,R–OH (α-C branched),XH|O|H1|Alkyl,,,true,Ar–F,LG|Ar|F,,,,0,-0.44,RCR1:044dd58aaed3ac11240c73ee837b21c27734c1729ccccb23b11d7d360cd05c97,No ligand; NaH [base]; Dioxane [solvent],,,,,false,
Suzuki-Miyaura,Ar–B(OH)₂,TM|Ar|B(OH)2,,,,R–C(O)–NHR,"XH|N|H1|C(O)R,Alkyl",secondary,,,2.45,0.12,RCR1:ae9915eed148847dd25e7c317e1c9c8c042824a19179aff669a571cdb46fffc8,dtbpfPdCl2 [catalyst]; dtbpf [ligand]; LiHMDS [base]; Na2CO3 [base]; THF [solvent]; water [solvent]; PyClOP [coupling_reagent],,,,,true,"0.08 h at 25 °C, then 71.92 h at 60 °C"
Buchwald-Hartwig,Ar–Cl,LG|Ar|Cl,,,,R¹R²–NH (≥1 α-C branched),"XH|N|H1|Alkyl,Alkyl",secondary,,true,0,-0.44,RCR1:0747adffbeaeae77b1fe77fd25cfb369c4d5d0001bf3094baec2bd9cc5de0750,rac-BINAP Pd G3 [catalyst]; BINAP [ligand]; Cs2CO3 [base]; MeCN [solvent],,,,,true,
Glycosidation,RCH₂–OH,XH|O|H1|Alkyl,,primary,false,R–C(O)OR,EC|Acyl|Alkyl|OR|ester,,,,22.13,-0.68,RCR1:f660a2959517c28fe97ced59a9e887b413ba4e474536683cca9337226edc4549,No ligand; anisole [solvent],,,,,false,"4 h at 40 °C, then 18 h at 80 °C"
Glycosidation,RCH₂–OH,XH|O|H1|Alkyl,,primary,false,R–C(O)OR,EC|Acyl|Alkyl|OR|ester,,,,66.02,1.32,RCR1:d9cb5c8529653a063a3df241395c7202226a3ef57e9110aabbc14e397687b7d8,No ligand; anisole [solvent],80,22,,,false,22 h at 80 °C
Buchwald-Hartwig,AromN–H,XH|N_aromatic|H1|HeteroAr,,,,Ar–Br,LG|Ar|Br,,,,21.74,-0.75,RCR1:f9896a375b4e0f2911c6ce7ab61595dbe73e28d5af49388105fb9435372e9fd4,CuI [catalyst]; BPMPO [ligand]; Cs2CO3 [base]; DMF [solvent],,,,,true,"3 h at 105 °C, then 16 h at 130 °C"
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,R–NH₂ (α-C branched),XH|N|H2|Alkyl,primary,,true,12.77,-1.19,RCR1:e94b92b72f4124bad2de1011c9b25f3b49d0e877a6b6fa235d72c463678c3321,PEPPSI-IPENT [catalyst]; IPent [ligand]; K3PO4 [base]; tAmOH [solvent]; water [solvent],80,22.5,,,true,22.5 h at 80 °C
"Negishi, in-situ",R–I,LG|Alkyl|I,,,,Ar–Br,LG|Ar|Br,,,,0.4,-0.4,RCR1:9d6baefd2d340d22f8b0f254ebec48a21da1c87866f5ab33062e66e1b034cd87,"Cu2O, Ni(OAc)2 [catalyst]; Me4phen [ligand]; MeTHF [solvent]; TPGS-750M [solvent]",45,96,,,true,96 h at 45 °C
"Negishi, in-situ",R–I,LG|Alkyl|I,,,,Ar–Br,LG|Ar|Br,,,,0,-0.28,RCR1:4b730572bbfa3fe3a4f3bec7d841bfbc951631951d46d8d72fcc1a9f4a73d8b4,"VPhos Pd G3 [catalyst]; VPhos [ligand]; MeCN [solvent]; TMEDA, TPGS-750M [additive]",,,,,true,
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,R–NH₂ (α-C branched),XH|N|H2|Alkyl,primary,,true,43.09,-0.29,RCR1:a717474ec76a607e33d8679d8b4cda6d2285072d566019bd9fa9e2c0c7b62312,tBuXPhos Pd G3 [catalyst]; tBuXPhos [ligand]; Cs2CO3 [base]; MeCN [solvent]; water [additive],80,22,,,false,22 h at 80 °C
Condensation,ROC(O)NR2,,,,,R–NH₂ (α-C branched),XH|N|H2|Alkyl,primary,,true,0,-0.26,RCR1:7b14b162664c71ec8d661ca780f81ad517a1f5be3e963a1cfece9e3e7e822c9a,No ligand; Cs2CO3 [base]; DMF [solvent]; T3P [coupling_reagent],,,,,false,
Amide coupling,R–C(O)OH,EC|Acyl|Alkyl|OH|latent,,,,R–NH₂ (α-C branched),XH|N|H2|Alkyl,primary,,true,0,-0.7,RCR1:6e176a3fd00c6c8a57f3a0a72aac9a6de4bb8a1af31d202511ad896cbc064a63,No ligand; DBU [base]; MeCN [solvent]; PivCl [coupling_reagent],,,,,false,
Amide coupling,R–C(O)OH,EC|Acyl|Alkyl|OH|latent,,,,R–NH₂ (α-C branched),XH|N|H2|Alkyl,primary,,true,0,-0.7,RCR1:76fa6d20eed4c2d6d2fb92817a97bd54eec7eed956cbbc0e9000f916abc70508,No ligand; DMAP [base]; HOSu [additive]; DIC [coupling_reagent],,,,,false,
Suzuki-Miyaura,Alkenyl–B(OR)₂,TM|Alkenyl|B(OR)2,,,,Ar–Br,LG|Ar|Br,,,,45.73,-0.04,RCR1:b4f11994d1ff0fcfed362c3fa0f0bd8fad0f2178e9550b179b8c71f930decab2,P(tBu)3 Pd(crotyl)Cl [catalyst]; P(tBu)3 [ligand]; K3PO4 [base]; EtOH [solvent]; water [solvent],,,,,true,"1 h at 60 °C, then 23 h at 80 °C"
Stannylation,Ar–Br,LG|Ar|Br,,,,RSnR3,,,,,8.66,-0.03,RCR1:c9de99cb7e5ebf22766a4a6411670a92b57dbbc8bf0409ad9e70ae54c9a7cb01,QPhos Pd(crotyl)Cl [catalyst]; QPhos [ligand]; anisole [solvent],80,3,,,true,3 h at 80 °C
